train_loss,train_accuracy,val_loss,val_accuracy,learning_rate,train_samples_per_second,val_samples_per_second,peak_memory_gb
3.5428607664656773,0.03970315398886828,3.5050269717261906,0.05454545454545454,0.0005,381.8657277131278,370.43959604383934,3.83889102935791
3.32850402945269,0.10296846011131726,3.0878284801136364,0.1497835497835498,0.0014,2766.846724500872,1372.0129427859233,1.242924690246582
3.0019264914772728,0.1541743970315399,2.845727010619589,0.2,0.0023,2810.4196511309037,1361.866341777987,1.242924690246582
2.8508990172773654,0.19647495361781075,2.724814833603896,0.24675324675324675,0.0031999999999999997,2683.045462793918,1343.432080457487,1.242924690246582
2.7761206009392394,0.20816326530612245,2.6495216534767314,0.24588744588744588,0.0040999999999999995,2729.9372800151473,1348.2679022302689,1.242924690246582
2.6228319950139145,0.24879406307977736,2.44956477441829,0.30995670995670993,0.005,2777.7551387027315,1367.0049180051326,1.242924690246582
2.424935499768089,0.3046382189239332,2.2640155742694805,0.3601731601731602,0.004998635877065611,2746.5719564205233,1350.7689541110897,1.242924690246582
2.305555535424397,0.335621521335807,2.1507417224702383,0.40086580086580087,0.0049945449999108426,2623.1758978286944,1347.7981467265067,1.242924690246582
2.167165939529221,0.37031539888682746,1.994132592667749,0.42857142857142855,0.004987731841849804,2700.85783360211,1338.2735187655853,1.242924690246582
2.0644643581864566,0.4022263450834879,1.8446587104301948,0.47878787878787876,0.004978203852970803,2624.2232924861487,1339.366650972616,1.242924690246582
1.9524924991303338,0.42448979591836733,1.7795061383928572,0.5142857142857142,0.004965971451989792,2686.4876012501504,1385.3784910588977,1.242924690246582
1.843157721185065,0.44953617810760665,1.6889404296875,0.5073593073593073,0.004951048014857649,2614.0775913374396,1331.807801396718,1.242924690246582
1.7735579849837662,0.47328385899814474,1.552053317775974,0.5558441558441558,0.0049334498601337744,2654.375063111408,1312.4671264276574,1.242924690246582
1.6729080907931355,0.4985157699443414,1.4408247514204546,0.5896103896103896,0.004913196231141985,2727.352542904734,1410.9919434692579,1.242924690246582
1.5767581748608535,0.5313543599257885,1.4163091221929112,0.5705627705627706,0.004890309274928222,2658.505941259188,1230.8275705831645,1.242924690246582
1.5096987694225417,0.547495361781076,1.3098005022321428,0.6225108225108225,0.004864814018043084,2615.7986793627997,1345.227568953863,1.242924690246582
1.4271864853896103,0.5784786641929499,1.2607743168290044,0.6354978354978355,0.004836738339175656,2774.480677069827,1486.6069072745777,1.242924690246582
1.3400261080994897,0.5998144712430427,1.1619299157873377,0.6701298701298701,0.0048061129386685756,2671.293984208887,1317.7016730563369,1.242924690246582
1.3333534141639611,0.6053803339517625,1.1338705483969156,0.6796536796536796,0.004772971304947661,2666.463962096303,1360.2122100372283,1.242924690246582
1.258733893060065,0.6207792207792208,1.1810705407873376,0.651082251082251,0.004737349677902805,2740.973751271094,1360.4328518781974,1.242924690246582
1.2313966655554267,0.6337662337662338,1.0889237308915043,0.6727272727272727,0.004699287009260191,2684.849857515273,1308.882206408894,1.242924690246582
1.2022689224837662,0.6428571428571429,1.182606618641775,0.6718614718614718,0.004658824919989147,2711.134980317788,1361.3385622568042,1.242924690246582
1.1985349750695733,0.6435992578849722,1.0768126648741883,0.6753246753246753,0.004616007654790234,2611.6593844376184,1356.4358399487096,1.242924690246582
1.1846809231505102,0.6430426716141002,1.0702424284699674,0.6917748917748918,0.004570882033714311,2793.0106976227958,1367.053860924326,1.242924690246582
1.179172675817486,0.6486085343228201,1.0331505977746211,0.70995670995671,0.004523497400965495,2618.9612169056845,1351.6971602178544,1.242924690246582
1.1166920621231446,0.6641929499072357,0.9524241790110931,0.7220779220779221,0.004473905570944003,2630.971302933231,1365.0743997650566,1.242924690246582
1.0805088814645176,0.6732838589981447,0.9531877790178571,0.7220779220779221,0.004422160771587864,2667.557135831834,1371.5037225549584,1.242924690246582
1.060942573051948,0.6799628942486086,0.9198782256155303,0.7393939393939394,0.0043683195850754645,2671.0303407108922,1377.9909914629907,1.242924690246582
1.0295573218634044,0.6948051948051948,0.9139508928571428,0.7341991341991342,0.004312440885953768,2565.4246798145473,1391.985085446526,1.242924690246582
0.9903016835285251,0.701669758812616,0.8608388397084686,0.7471861471861472,0.0042545857767598595,2562.974521261116,1378.6563969630326,1.242924690246582
0.9708387385493971,0.7083487940630798,0.8452999759030032,0.7619047619047619,0.004194817521206225,2790.5821008091493,1339.2183842334566,1.242924690246582
0.9482584031481911,0.7059369202226345,0.8458882913961039,0.7541125541125541,0.004133201475002801,2626.190854319941,1321.7659634674937,1.242924690246582
0.9172673099779685,0.723191094619666,0.817416897067776,0.7610389610389611,0.004069805014391476,3183.9510340374063,1308.8019575478904,1.242924690246582
0.9212558158916976,0.7287569573283859,0.840399777631223,0.7567099567099567,0.004004697462471149,2636.942163773064,1353.9409756527014,1.242924690246582
